commission,entryDt,entryID,entryPrice,exitDt,exitID,exitPrice,pnl,slippage,symbol,turnover,volume
6.1676,2016-06-13 11:00:00,1,3129.4,2016-06-14 09:30:00,2,3038.2,-188.96760000000054,0.4,IF88:CTP,12335.2,2
6.1578,2016-06-27 13:00:00,3,3057.8,2016-06-29 09:30:00,5,3100.0,-90.95779999999964,0.4,IF88:CTP,12315.6,-2
6.3348,2016-06-29 09:30:00,6,3100.0,2016-07-21 13:00:00,9,3234.8,262.8652000000004,0.4,IF88:CTP,12669.6,2
12.7452,2016-07-04 10:10:00,7,3137.8,2016-07-21 13:00:00,9,3234.8,374.4548,0.8,IF88:CTP,25490.4,4
6.5573999999999995,2016-07-21 13:00:00,10,3234.8,2016-08-23 14:00:00,236,3322.6,-182.55739999999946,0.4,IF88:CTP,13114.8,-2
6.636799999999999,2016-08-23 14:00:00,237,3322.6,2016-08-31 13:00:00,239,3314.2,-23.83680000000018,0.4,IF88:CTP,13273.599999999999,2
6.627,2016-08-31 13:00:00,240,3314.2,2016-09-05 11:00:00,242,3312.8,-4.227000000000728,0.4,IF88:CTP,13254.0,-2
6.5648,2016-09-05 11:00:00,243,3312.8,2016-09-12 11:00:00,245,3252.0,-128.56480000000036,0.4,IF88:CTP,13129.6,2
6.484,2016-09-12 11:00:00,246,3252.0,2016-09-26 11:00:00,248,3232.0,33.116,0.4,IF88:CTP,12968.0,-2
6.480600000000001,2016-09-26 11:00:00,249,3232.0,2016-09-29 11:00:00,251,3248.6,26.319399999999817,0.4,IF88:CTP,12961.2,2
6.5224,2016-09-29 11:00:00,252,3248.6,2016-10-10 11:00:00,254,3273.8,-57.32240000000054,0.4,IF88:CTP,13044.8,-2
6.5196000000000005,2016-10-10 11:00:00,255,3273.8,2016-12-26 11:00:00,257,3245.8,-62.919599999999996,0.4,IF88:CTP,13039.2,2
6.5794,2016-12-26 11:00:00,258,3245.8,2017-01-03 11:00:00,260,3333.6,-182.57939999999945,0.4,IF88:CTP,13158.8,-2
6.613600000000001,2017-01-03 11:00:00,261,3333.6,2017-01-16 14:35:00,262,3280.0,-114.21359999999983,0.4,IF88:CTP,13227.2,2
6.7026,2017-01-18 11:00:00,263,3338.4,2017-01-23 11:00:00,265,3364.2,-58.70259999999946,0.4,IF88:CTP,13405.2,-2
6.702799999999999,2017-01-23 11:00:00,266,3364.2,2017-02-08 11:00:00,268,3338.6,-58.30279999999981,0.4,IF88:CTP,13405.599999999999,2
6.7532,2017-02-08 11:00:00,269,3338.6,2017-02-17 11:00:00,272,3414.6,-159.1532,0.4,IF88:CTP,13506.4,-2
6.8276,2017-02-17 11:00:00,273,3414.6,2017-03-03 09:30:00,276,3413.0,-10.427599999999819,0.4,IF88:CTP,13655.2,2
13.7256,2017-02-20 14:40:00,274,3449.8,2017-03-03 09:30:00,276,3413.0,-161.72560000000072,0.8,IF88:CTP,27451.2,4
6.8548,2017-03-03 09:30:00,277,3413.0,2017-03-13 13:00:00,279,3441.8,-64.85480000000037,0.4,IF88:CTP,13709.6,-2
6.8806,2017-03-13 13:00:00,280,3441.8,2017-03-23 11:00:00,282,3438.8,-13.280600000000002,0.4,IF88:CTP,13761.2,2
6.868,2017-03-23 11:00:00,283,3438.8,2017-03-30 13:00:00,285,3429.2,11.932000000000727,0.4,IF88:CTP,13736.0,-2
