commission,entryDt,entryID,entryPrice,exitDt,exitID,exitPrice,pnl,slippage,symbol,turnover,volume
6.1850000000000005,2016-06-07 11:00:00,1,3154.6,2016-06-22 09:30:00,4,3030.4,241.81499999999963,0.4,IF88:CTP,12370.0,-2
12.2728,2016-06-13 09:35:00,2,3106.0,2016-06-22 09:30:00,4,3030.4,289.3271999999996,0.8,IF88:CTP,24545.6,-4
6.2124,2016-06-22 09:30:00,5,3030.4,2016-07-11 09:30:00,7,3182.0,296.58759999999984,0.4,IF88:CTP,12424.8,2
6.3928,2016-07-11 09:30:00,8,3182.0,2016-07-11 11:00:00,10,3210.8,-64.39280000000036,0.4,IF88:CTP,12785.6,-2
6.427200000000001,2016-07-11 11:00:00,11,3210.8,2016-07-11 13:00:00,13,3216.4,4.372799999999817,0.4,IF88:CTP,12854.400000000001,2
6.416399999999999,2016-07-11 13:00:00,14,3216.4,2016-07-12 11:00:00,16,3200.0,25.983600000000184,0.4,IF88:CTP,12832.8,-2
6.401800000000001,2016-07-12 11:00:00,17,3200.0,2016-07-12 13:00:00,19,3201.8,-3.2017999999996367,0.4,IF88:CTP,12803.6,2
6.4316,2016-07-12 13:00:00,20,3201.8,2016-07-12 14:00:00,22,3229.8,-62.8316,0.4,IF88:CTP,12863.2,-2
6.4706,2016-07-12 14:00:00,23,3229.8,2016-07-15 11:00:00,25,3240.8,15.129399999999999,0.4,IF88:CTP,12941.2,2
6.407,2016-07-15 11:00:00,26,3240.8,2016-08-04 09:30:00,28,3166.2,142.3930000000007,0.4,IF88:CTP,12814.0,-2
6.5172,2016-08-04 09:30:00,29,3166.2,2016-08-18 11:00:00,31,3351.0,362.6828000000004,0.4,IF88:CTP,13034.4,2
6.6652,2016-08-18 11:00:00,32,3351.0,2016-08-31 13:00:00,34,3314.2,66.53480000000036,0.4,IF88:CTP,13330.4,-2
6.5662,2016-08-31 13:00:00,35,3314.2,2016-09-12 11:00:00,37,3252.0,-131.36619999999965,0.4,IF88:CTP,13132.4,2
6.484,2016-09-12 11:00:00,38,3252.0,2016-09-26 11:00:00,40,3232.0,33.116,0.4,IF88:CTP,12968.0,-2
6.534,2016-09-26 11:00:00,41,3232.0,2016-10-17 09:30:00,43,3302.0,133.066,0.4,IF88:CTP,13068.0,2
6.6122,2016-10-17 09:30:00,44,3302.0,2016-10-18 14:00:00,46,3310.2,-23.412199999999636,0.4,IF88:CTP,13224.4,-2
6.621600000000001,2016-10-18 14:00:00,47,3310.2,2016-10-31 11:00:00,49,3311.4,-4.6215999999994555,0.4,IF88:CTP,13243.2,2
6.664200000000001,2016-10-31 11:00:00,50,3311.4,2016-11-03 13:00:00,52,3352.8,-89.86420000000018,0.4,IF88:CTP,13328.400000000001,-2
6.6594,2016-11-03 13:00:00,53,3352.8,2016-11-09 13:00:00,55,3306.6,-99.45940000000056,0.4,IF88:CTP,13318.8,2
6.6894,2016-11-09 13:00:00,56,3306.6,2016-11-10 11:00:00,58,3382.8,-159.48940000000056,0.4,IF88:CTP,13378.8,-2
6.8222000000000005,2016-11-10 11:00:00,59,3382.8,2016-11-21 11:00:00,61,3439.4,105.97779999999982,0.4,IF88:CTP,13644.400000000001,2
6.8740000000000006,2016-11-21 11:00:00,62,3439.4,2016-11-22 11:00:00,64,3434.6,2.3260000000003633,0.4,IF88:CTP,13748.0,-2
6.9796000000000005,2016-11-22 11:00:00,65,3434.6,2016-12-02 11:00:00,67,3545.0,213.42040000000017,0.4,IF88:CTP,13959.2,2
6.84,2016-12-02 11:00:00,68,3545.0,2016-12-22 11:00:00,70,3295.0,492.76000000000005,0.4,IF88:CTP,13680.0,-2
6.6406,2016-12-22 11:00:00,71,3295.0,2017-01-11 11:00:00,73,3345.6,94.1593999999998,0.4,IF88:CTP,13281.2,2
6.7097999999999995,2017-01-11 11:00:00,74,3345.6,2017-01-23 11:00:00,76,3364.2,-44.30979999999982,0.4,IF88:CTP,13419.599999999999,-2
6.7312,2017-01-23 11:00:00,77,3364.2,2017-02-09 09:30:00,79,3367.0,-1.5311999999996364,0.4,IF88:CTP,13462.4,2
6.7816,2017-02-09 09:30:00,80,3367.0,2017-02-17 11:00:00,82,3414.6,-102.38159999999982,0.4,IF88:CTP,13563.2,-2
6.8176000000000005,2017-02-17 11:00:00,83,3414.6,2017-02-17 13:00:00,85,3403.0,-30.417599999999815,0.4,IF88:CTP,13635.2,2
6.8296,2017-02-17 13:00:00,86,3403.0,2017-02-20 11:00:00,88,3426.6,-54.429599999999816,0.4,IF88:CTP,13659.2,-2
6.8616,2017-02-20 11:00:00,89,3426.6,2017-02-27 14:00:00,91,3435.0,9.538400000000182,0.4,IF88:CTP,13723.2,2
6.8768,2017-02-27 14:00:00,92,3435.0,2017-03-13 13:00:00,94,3441.8,-20.87680000000036,0.4,IF88:CTP,13753.6,-2
6.865,2017-03-13 13:00:00,95,3441.8,2017-03-20 09:30:00,97,3423.2,-44.46500000000073,0.4,IF88:CTP,13730.0,2
6.87,2017-03-20 09:30:00,98,3423.2,2017-03-24 11:00:00,100,3446.8,-54.470000000000724,0.4,IF88:CTP,13740.0,-2
6.9284,2017-03-24 11:00:00,101,3446.8,2017-04-11 11:00:00,103,3481.6,62.27159999999946,0.4,IF88:CTP,13856.8,2
6.8836,2017-04-11 11:00:00,104,3481.6,2017-04-27 11:00:00,106,3402.0,151.9163999999998,0.4,IF88:CTP,13767.2,-2
6.7818000000000005,2017-04-27 11:00:00,107,3402.0,2017-05-05 09:30:00,109,3379.8,-51.58179999999964,0.4,IF88:CTP,13563.6,2
6.7214,2017-05-05 09:30:00,110,3379.8,2017-05-12 09:30:00,112,3341.6,69.27860000000054,0.4,IF88:CTP,13442.8,-2
6.823600000000001,2017-05-12 09:30:00,113,3341.6,2017-06-05 09:30:00,115,3482.0,273.5764000000002,0.4,IF88:CTP,13647.2,2
6.994,2017-06-05 09:30:00,116,3482.0,2017-06-07 11:00:00,118,3512.0,-67.394,0.4,IF88:CTP,13988.0,-2
7.082,2017-06-07 11:00:00,119,3512.0,2017-06-14 09:30:00,121,3570.0,108.518,0.4,IF88:CTP,14164.0,2
7.1262,2017-06-14 09:30:00,122,3570.0,2017-06-22 09:30:00,124,3556.2,20.073800000000364,0.4,IF88:CTP,14252.4,-2
7.203600000000001,2017-06-22 09:30:00,125,3556.2,2017-06-30 14:00:00,127,3647.4,174.79640000000055,0.4,IF88:CTP,14407.2,2
7.2943999999999996,2017-06-30 14:00:00,128,3647.4,2017-07-03 09:30:00,130,3647.0,-6.894399999999818,0.4,IF88:CTP,14588.8,-2
7.2652,2017-07-03 09:30:00,131,3647.0,2017-07-03 11:00:00,133,3618.2,-65.26520000000036,0.4,IF88:CTP,14530.4,2
7.2578,2017-07-03 11:00:00,134,3618.2,2017-07-10 14:00:00,136,3639.6,-50.457800000000184,0.4,IF88:CTP,14515.599999999999,-2
7.28,2017-07-10 14:00:00,137,3639.6,2017-07-18 11:00:00,139,3640.4,-6.079999999999637,0.4,IF88:CTP,14560.0,2
7.339,2017-07-18 11:00:00,140,3640.4,2017-07-19 13:00:00,142,3698.6,-124.13899999999964,0.4,IF88:CTP,14678.0,-2
7.393,2017-07-19 13:00:00,143,3698.6,2017-07-19 14:00:00,145,3694.4,-16.192999999999635,0.4,IF88:CTP,14786.0,2
7.3553999999999995,2017-07-19 14:00:00,146,3694.4,2017-08-16 11:00:00,148,3661.0,59.04460000000018,0.4,IF88:CTP,14710.8,-2
7.5040000000000004,2017-08-16 11:00:00,149,3661.0,2017-09-01 11:00:00,151,3843.0,356.096,0.4,IF88:CTP,15008.0,2
7.690600000000001,2017-09-01 11:00:00,152,3843.0,2017-09-05 11:00:00,154,3847.6,-17.290599999999817,0.4,IF88:CTP,15381.2,-2
7.7097999999999995,2017-09-05 11:00:00,155,3847.6,2017-09-05 13:00:00,157,3862.2,21.090199999999818,0.4,IF88:CTP,15419.599999999999,2
7.716799999999999,2017-09-05 13:00:00,158,3862.2,2017-09-18 11:00:00,160,3854.6,7.0831999999998185,0.4,IF88:CTP,15433.599999999999,-2
7.7156,2017-09-18 11:00:00,161,3854.6,2017-09-18 13:00:00,163,3861.0,4.684400000000181,0.4,IF88:CTP,15431.2,2
7.6964,2017-09-18 13:00:00,164,3861.0,2017-09-29 09:30:00,166,3835.4,43.10359999999982,0.4,IF88:CTP,15392.8,-2
7.7612000000000005,2017-09-29 09:30:00,167,3835.4,2017-10-17 13:00:00,169,3925.8,172.63880000000017,0.4,IF88:CTP,15522.400000000001,2
7.858200000000001,2017-10-17 13:00:00,170,3925.8,2017-10-24 13:00:00,172,3932.4,-21.458199999999817,0.4,IF88:CTP,15716.400000000001,-2
7.8644,2017-10-24 13:00:00,173,3932.4,2017-10-24 14:00:00,175,3932.0,-9.064400000000182,0.4,IF88:CTP,15728.8,2
7.8790000000000004,2017-10-24 14:00:00,176,3932.0,2017-10-25 09:30:00,178,3947.0,-38.278999999999996,0.4,IF88:CTP,15758.0,-2
7.944,2017-10-25 09:30:00,179,3947.0,2017-11-01 13:00:00,181,3997.0,91.65599999999999,0.4,IF88:CTP,15888.0,2
8.0054,2017-11-01 13:00:00,182,3997.0,2017-11-07 09:30:00,184,4008.4,-31.205400000000182,0.4,IF88:CTP,16010.8,-2
8.1174,2017-11-07 09:30:00,185,4008.4,2017-11-17 09:30:00,187,4109.0,192.6825999999998,0.4,IF88:CTP,16234.8,2
8.251,2017-11-17 09:30:00,188,4109.0,2017-11-21 09:30:00,190,4142.0,-74.65100000000001,0.4,IF88:CTP,16502.0,-2
8.1996,2017-11-21 09:30:00,191,4142.0,2017-11-27 11:00:00,193,4057.6,-177.3996000000002,0.4,IF88:CTP,16399.2,2
8.0492,2017-11-27 11:00:00,194,4057.6,2017-12-05 09:30:00,196,3991.6,123.5508,0.4,IF88:CTP,16098.4,-2
7.9476,2017-12-05 09:30:00,197,3991.6,2017-12-08 09:30:00,199,3956.0,-79.54759999999982,0.4,IF88:CTP,15895.2,2
7.9378,2017-12-08 09:30:00,200,3956.0,2017-12-08 13:00:00,202,3981.8,-59.937800000000365,0.4,IF88:CTP,15875.6,-2
8.0106,2017-12-08 13:00:00,203,3981.8,2017-12-19 11:00:00,205,4028.8,85.5894,0.4,IF88:CTP,16021.2,2
8.116200000000001,2017-12-19 11:00:00,206,4028.8,2017-12-21 13:00:00,208,4087.4,-125.71619999999983,0.4,IF88:CTP,16232.400000000001,-2
8.114600000000001,2017-12-21 13:00:00,209,4087.4,2017-12-27 14:00:00,211,4027.2,-128.91460000000055,0.4,IF88:CTP,16229.2,2
8.111600000000001,2017-12-27 14:00:00,212,4027.2,2018-01-02 11:00:00,214,4084.4,-122.91160000000055,0.4,IF88:CTP,16223.2,-2
8.2924,2018-01-02 11:00:00,215,4084.4,2018-01-12 14:00:00,217,4208.0,238.50759999999983,0.4,IF88:CTP,16584.8,2
8.441,2018-01-12 14:00:00,218,4208.0,2018-01-15 09:30:00,220,4233.0,-58.841,0.4,IF88:CTP,16882.0,-2
8.453,2018-01-15 09:30:00,221,4233.0,2018-01-16 09:30:00,223,4220.0,-34.853,0.4,IF88:CTP,16906.0,2
8.474,2018-01-16 09:30:00,224,4220.0,2018-01-16 11:00:00,226,4254.0,-76.87400000000001,0.4,IF88:CTP,16948.0,-2
8.498,2018-01-16 11:00:00,227,4254.0,2018-01-16 14:00:00,229,4244.0,-28.897999999999996,0.4,IF88:CTP,16996.0,2
8.518,2018-01-16 14:00:00,230,4244.0,2018-01-18 11:00:00,232,4274.0,-68.918,0.4,IF88:CTP,17036.0,-2
8.540799999999999,2018-01-18 11:00:00,233,4274.0,2018-01-18 13:00:00,235,4266.8,-23.340799999999632,0.4,IF88:CTP,17081.6,2
0.0,2018-01-18 13:00:00,236,4266.8,2018-01-29 11:17:00,289,4349.47,0.0,0.0,IF88:CTP,0.0,0
8.276,2018-01-18 13:00:00,236,4266.8,2018-02-22 11:00:00,291,4009.2,506.52400000000074,0.4,IF88:CTP,16552.0,-2
7.9883999999999995,2018-02-22 11:00:00,292,4009.2,2018-03-05 11:00:00,294,3979.2,-68.3884,0.4,IF88:CTP,15976.8,2
8.0332,2018-03-05 11:00:00,295,3979.2,2018-03-07 09:30:00,297,4054.0,-158.03320000000036,0.4,IF88:CTP,16066.4,-2
8.084,2018-03-07 09:30:00,298,4054.0,2018-03-19 09:30:00,300,4030.0,-56.484,0.4,IF88:CTP,16168.0,2
7.946,2018-03-19 09:30:00,301,4030.0,2018-04-02 11:00:00,303,3916.0,219.654,0.4,IF88:CTP,15892.0,-2
7.713,2018-04-02 11:00:00,304,3916.0,2018-04-16 11:15:00,305,3797.0,-246.113,0.4,IF88:CTP,15426.0,2
7.5876,2018-04-19 14:00:00,306,3812.8,2018-04-20 11:00:00,309,3774.8,68.0124,0.4,IF88:CTP,15175.2,-2
15.096,2018-04-20 10:45:00,307,3773.2,2018-04-20 11:00:00,309,3774.8,-22.296000000001456,0.8,IF88:CTP,30192.0,-4
7.506600000000001,2018-04-20 11:00:00,310,3774.8,2018-04-20 14:00:00,312,3731.8,-93.90660000000001,0.4,IF88:CTP,15013.2,2
7.570200000000001,2018-04-20 14:00:00,313,3731.8,2018-04-24 11:00:00,315,3838.4,-221.17019999999982,0.4,IF88:CTP,15140.400000000001,-2
7.5634,2018-04-24 11:00:00,316,3838.4,2018-04-27 10:05:00,317,3725.0,-234.7634000000002,0.4,IF88:CTP,15126.8,2
7.4638,2018-04-27 13:00:00,318,3705.0,2018-05-03 13:00:00,320,3758.8,-115.46380000000038,0.4,IF88:CTP,14927.6,-2
7.6604,2018-05-03 13:00:00,321,3758.8,2018-05-15 14:00:00,324,3901.6,277.5395999999995,0.4,IF88:CTP,15320.8,2
15.406799999999999,2018-05-03 14:05:00,322,3801.8,2018-05-15 14:00:00,324,3901.6,382.9931999999989,0.8,IF88:CTP,30813.6,4
7.7984,2018-05-15 14:00:00,325,3901.6,2018-05-16 09:30:00,327,3896.8,1.4015999999994544,0.4,IF88:CTP,15596.8,-2
7.8298000000000005,2018-05-16 09:30:00,328,3896.8,2018-05-21 09:30:00,330,3933.0,64.17019999999962,0.4,IF88:CTP,15659.6,2
7.858600000000001,2018-05-21 09:30:00,331,3933.0,2018-05-21 11:00:00,333,3925.6,6.541400000000181,0.4,IF88:CTP,15717.2,-2
7.8553999999999995,2018-05-21 11:00:00,334,3925.6,2018-05-21 13:00:00,336,3929.8,0.14460000000054618,0.4,IF88:CTP,15710.8,2
7.702200000000001,2018-05-21 13:00:00,337,3929.8,2018-06-04 09:30:00,339,3772.4,306.6978000000002,0.4,IF88:CTP,15404.400000000001,-2
7.585,2018-06-04 09:30:00,340,3772.4,2018-06-12 13:00:00,342,3812.6,72.41499999999964,0.4,IF88:CTP,15170.0,2
7.58,2018-06-12 13:00:00,343,3812.6,2018-06-14 09:30:00,345,3767.4,82.41999999999963,0.4,IF88:CTP,15160.0,-2
7.500200000000001,2018-06-14 09:30:00,346,3767.4,2018-06-15 11:00:00,348,3732.8,-77.10019999999983,0.4,IF88:CTP,15000.400000000001,2
7.1816,2018-06-15 11:00:00,349,3732.8,2018-06-29 13:00:00,351,3448.8,560.4184,0.4,IF88:CTP,14363.2,-2
6.763,2018-06-29 13:00:00,352,3448.8,2018-07-03 11:00:00,353,3314.2,-276.3630000000007,0.4,IF88:CTP,13526.0,2
6.8052,2018-07-04 14:00:00,354,3338.0,2018-07-18 11:00:00,357,3467.2,251.19479999999962,0.4,IF88:CTP,13610.4,2
13.6804,2018-07-06 14:00:00,355,3373.0,2018-07-18 11:00:00,357,3467.2,362.31959999999924,0.8,IF88:CTP,27360.8,4
0.0,2018-07-18 11:00:00,358,3467.2,2018-07-26 14:02:00,417,3529.94,0.0,0.0,IF88:CTP,0.0,0
6.763,2018-07-18 11:00:00,358,3467.2,2018-08-09 09:30:00,419,3295.8,335.6369999999993,0.4,IF88:CTP,13526.0,-2
6.4958,2018-08-09 09:30:00,420,3295.8,2018-08-17 14:50:00,421,3200.0,-198.49580000000037,0.4,IF88:CTP,12991.6,2
6.6478,2018-08-27 11:00:00,422,3358.8,2018-09-03 10:30:00,424,3289.0,-146.64780000000036,0.4,IF88:CTP,13295.6,2
13.367600000000001,2018-08-27 13:25:00,423,3394.8,2018-09-03 10:30:00,424,3289.0,-437.3676000000007,0.8,IF88:CTP,26735.2,4
6.571,2018-09-04 14:00:00,425,3359.0,2018-09-17 11:00:00,428,3212.0,287.029,0.4,IF88:CTP,13142.0,-2
13.062,2018-09-05 11:25:00,426,3319.0,2018-09-17 11:00:00,428,3212.0,414.138,0.8,IF88:CTP,26124.0,-4
6.5338,2018-09-17 11:00:00,429,3212.0,2018-10-08 11:00:00,431,3321.8,212.66620000000034,0.4,IF88:CTP,13067.6,2
6.4266000000000005,2018-10-08 11:00:00,432,3321.8,2018-10-18 09:30:00,434,3104.8,427.1734,0.4,IF88:CTP,12853.2,-2
6.183800000000001,2018-10-18 09:30:00,435,3104.8,2018-10-18 11:00:00,437,3079.0,-58.18380000000036,0.4,IF88:CTP,12367.6,2
6.145600000000001,2018-10-18 11:00:00,438,3079.0,2018-10-19 13:00:00,440,3066.6,18.25440000000018,0.4,IF88:CTP,12291.2,-2
6.1836,2018-10-19 13:00:00,441,3066.6,2018-10-29 11:00:00,443,3117.0,94.21640000000018,0.4,IF88:CTP,12367.2,2
6.3228,2018-10-29 11:00:00,444,3117.0,2018-11-01 11:00:00,459,3205.8,-184.32280000000037,0.4,IF88:CTP,12645.6,-2
6.400399999999999,2018-11-01 11:00:00,460,3205.8,2018-11-09 09:30:00,462,3194.6,-29.200400000000542,0.4,IF88:CTP,12800.8,2
6.4444,2018-11-09 09:30:00,463,3194.6,2018-11-16 09:30:00,465,3249.8,-117.24440000000055,0.4,IF88:CTP,12888.8,-2
6.444800000000001,2018-11-16 09:30:00,466,3249.8,2018-11-22 13:00:00,468,3195.0,-116.44480000000037,0.4,IF88:CTP,12889.6,2
6.331600000000001,2018-11-22 13:00:00,469,3195.0,2018-11-30 09:30:00,471,3136.6,110.06840000000018,0.4,IF88:CTP,12663.2,-2
6.2863999999999995,2018-11-30 09:30:00,472,3136.6,2018-12-10 11:00:00,474,3149.8,19.713600000000547,0.4,IF88:CTP,12572.8,2
6.382600000000001,2018-12-10 11:00:00,475,3149.8,2018-12-13 11:00:00,477,3232.8,-172.7826,0.4,IF88:CTP,12765.2,-2
6.366200000000001,2018-12-13 11:00:00,478,3232.8,2018-12-18 11:05:00,479,3133.4,-205.56620000000018,0.4,IF88:CTP,12732.400000000001,2
